rt_id,wd_id,title,series_qid,series_label,franchise_qid,franchise_label,bom_id,imdb_id,tmdb_id,budget,budget_currency_qid,budget_currency,budget_asof,budget_source,revenue,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,imdb_budget,imdb_box_office_value,tmdb_budget,tmdb_box_office_value,id,index_in_series,index_in_franchise,n_films_in_series,n_films_in_franchise,roi_multiple,success_category
m/transformers_the_last_knight_2017,Q24251026,Transformers: The Last Knight,Q2073466,Transformers,,,transformers5,tt3371366,335988.0,217000000.0,Q4917,,,P2130,605425157.0,Q4917,,,,,Transformers: The Last Knight,"Humans are at war with the Transformers, and Optimus Prime is gone. The key to saving the future lies buried in the secrets of the past and the hidden history of Transformers on Earth. Now, it's up to the unlikely alliance of inventor Cade Yeager, Bumblebee, an English lord and an Oxford professor to save the world.","Cacophonous, thinly plotted, and boasting state-of-the-art special effects, The Last Knight is pretty much what you'd expect from the fifth installment of the Transformers franchise.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Michael Bay,"Ken Nolan, Matt Holloway, Art Marcum","Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock, Isabela Merced, Tyrese Gibson, Stanley Tucci, John Turturro, Peter Cullen, John Goodman, Ken Watanabe, Jerrod Carmichael, Santiago Cabrera, Liam Garrigan, Martin McCreadie, Rob Witcomb, Marcus Fraser, John Hollingworth, Daniel Adegboyega, Trent Seven, Glenn Morshower, Gemma Chan, Claude Knowlton, Jacob Zachar, Maggie Steed, Sara Stewart, Phoebe Nicholls, Rebecca Front, Stephen Hogan, Minti Gorne, Benjamin Flores Jr., Julio Cesar Chavez, Samuel Parker, Daniel Iturriaga, Aisha Kabia, Andy Bean, Sam Yim, Mark Dexter, Robert Jarvis, Tim Downie, Elizabeth Croft, Emily Tierney, Wolfgang Young, Nicholas Khan, Leighton Sharpe, Christina Tam, Aiyaz Ahmed, Pauline McLynn, Matthew Castle, Mia Maria, Poppy Carter, Seeta Indrani, Phill Langhorne, Harrison Simon, Wendy Albiston, John Burke, Granville Ames, Jim Wisniewski, Mitch Pileggi, Remi Adeleke, Perry T. Yee, Brian William Price, Jerome Vincent, Alan Pietruszewski, Christopher Vásquez, Drew Waters, Krista Schaeffer, Walles Hamonde, Tom Wright, Dan Warner, Michael Richard, Charlie Bouguenon, Jandre leRoux, Frank Welker, Erik Aadahl, Jim Carter, Steve Buscemi, Omar Sy, Reno Wilson, John DiMaggio, Tom Kenny, Jess Harnell, Mark Ryan, Steven Barr, Helen Iesha Goldthorpe",2017-06-21,2017-07-10,148.0,Paramount Pictures,Rotten,15.0,250.0,Spilled,43.0,39851.0,42,37,213,217000000.0,605425157.0,217000000.0,605425157.0,335988.0,4.0,,6.0,,2.78997768202765,Hit
m/despicable_me_3,Q22997984,Despicable Me 3,Q98114628,Despicable Me,Q5264979,Despicable Me,despicableme3,tt3469046,324852.0,75000000.0,Q4917,,,P2130,264624300.0,Q4917,,,,,Despicable Me 3,"The mischievous Minions hope that Gru will return to a life of crime after the new boss of the Anti-Villain League fires him. Instead, Gru decides to remain retired and travel to Freedonia to meet his long-lost twin brother for the first time. The reunited siblings soon find themselves in an uneasy alliance to take down the elusive Balthazar Bratt, a former 1980s child star who seeks revenge against the world.",Despicable Me 3 should keep fans of the franchise consistently entertained with another round of colorful animation and zany -- albeit somewhat scattershot -- humor.,PG,"Animation, Comedy, Kids & Family","Kyle Balda, Pierre Coffin, Eric Guillon","Ken Daurio, Cinco Paul","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Dana Gaier, Nev Scharrel, Steve Coogan, Jenny Slate, Julie Andrews, Russell Brand, Pierre Coffin, Michael Beattie, Andy Nyman",2017-06-30,2017-07-10,90.0,Universal Pictures,Rotten,58.0,192.0,Spilled,53.0,78655.0,33,112,80,80000000.0,1031552585.0,80000000.0,1031552585.0,324852.0,1.0,2.0,2.0,3.0,3.528324,Blockbuster
m/spider_man_homecoming,Q23010088,Spider-Man: Homecoming,Q63405798,The Infinity Saga,,,spiderman2017,tt2250912,315635.0,175000000.0,Q4917,,,P2130,880166924.0,Q4917,,,,,Spider-Man: Homecoming,"Thrilled by his experience with the Avengers, young Peter Parker returns home to live with his Aunt May. Under the watchful eye of mentor Tony Stark, Parker starts to embrace his newfound identity as Spider-Man. He also tries to return to his normal daily routine -- distracted by thoughts of proving himself to be more than just a friendly neighborhood superhero. Peter must soon put his powers to the test when the evil Vulture emerges to threaten everything that he holds dear.","Spider-Man: Homecoming does whatever a second reboot can, delivering a colorful, fun adventure that fits snugly in the sprawling MCU without getting bogged down in franchise-building.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Jon Watts,"Jonathan M. Goldstein, John Francis Daley, Jon Watts, Christopher Ford, Chris McKenna (II), Erik Sommers","Tom Holland (II), Michael Keaton, Robert Downey Jr., Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Marisa Tomei, Abraham Attah, Hannibal Buress, Kenneth Choi, Selenis Leyva, Angourie Rice, Martin Starr, Garcelle Beauvais, Michael Chernus, Michael Mando, Logan Marshall-Green, Jennifer Connelly, Gary Weeks, Christopher Berry, Jorge Lendeborg Jr., Tunde Adebimpe, Tiffany Espensen, Isabella Amara, Michael Barbieri, JJ Totah, Hemky Madera, Zach Cherry, Kirk R. Thatcher, Yu Lew, Sondra James, Bob Adrian, Gary Richardson, Stan Lee, Joe Hang, Wayne Pére, Chris Evans, Alexa Laraki, Liza Fagin, Kerry Condon, John Penick, Ethan Dizon, Amy Hill, Miles Mussenden, Martha Kelly, Kevin N. LaRosa, Ren Colley, Jennifer Kim, Ari Groover, Louis Gonzalez, Stewart Steinberg, Andy Powers, Omar Capra, Nitin Nohria, Vince Foster, Brian Schaeffer",2017-07-07,2017-07-10,133.0,Sony Pictures,Certified-Fresh,92.0,390.0,Upright,87.0,108167.0,53,359,31,175000000.0,880166924.0,175000000.0,880166924.0,315635.0,11.0,,16.0,,5.02952528,Blockbuster
m/war_for_the_planet_of_the_apes,Q19938437,War for the Planet of the Apes,,,Q731663,Planet of the Apes,planetoftheapes16,tt3450958,281338.0,150000000.0,,,,,490664238.0,Q4917,,,,,War for the Planet of the Apes,"Caesar (Andy Serkis) and his apes are forced into a deadly conflict with an army of humans led by a ruthless colonel (Woody Harrelson). After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the colonel are pitted against each other in an epic battle that will determine the fate of both of their species and the future of the planet.","War for the Planet of the Apes combines breathtaking special effects and a powerful, poignant narrative to conclude this rebooted trilogy on a powerful -- and truly blockbuster -- note.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Matt Reeves,"Mark Bomback, Matt Reeves","Andy Serkis, Woody Harrelson, Steve Zahn, Toby Kebbell, Gabriel Chavarria, Judy Greer, Karin Konoval, Terry Notary, Michael D. Adamthwaite, Ty Olsson, Devyn Dalton, Sara Canning, Aleks Paunovic, Amiah Miller, Allesandro Juliani, Max Lloyd-Jones, Timothy Webber, Lauro Chartrand, Shaun Omaid, Roger R. Cross, Mercedes delaZerda, Mercedes De La Zerda, Doug Chapman, James Pizzinato, Chad Rook, Dean Redman, Steve Baran, Sandy Robson, Levi Meaden, Billy Wickman, Albert Nicholas, Kyle Horton, Paul Luongo, Thomas J. Potter, Mathew Yanagiya, Skye Notary, Willow Notary, Finn Notary, Phoenix Notary, Sadie Aperlo, Matilda Aperlo, Andrew Alexander Reeves",2017-07-14,2019-04-01,142.0,20th Century Fox,Certified-Fresh,94.0,353.0,Upright,84.0,56968.0,51,331,22,150000000.0,490719763.0,150000000.0,490719763.0,281338.0,,8.0,,9.0,3.27109492,Blockbuster
m/the_emoji_movie,Q23999306,The Emoji Movie,Q65071834,list of Sony Pictures Animation productions,,,theemojimovie,tt4877122,378236.0,50000000.0,Q4917,,,P2130,216999423.0,Q4917,,,,,The Emoji Movie,"Hidden inside a smartphone, the bustling city of Textopolis is home to all emojis. Each emoji has only one facial expression, except for Gene, an exuberant emoji with multiple expressions. Determined to become ""normal"" like the other emojis, Gene enlists the help of his best friend Hi-5 and a notorious code breaker called Jailbreak. During their travels through the other apps, the three emojis discover a great danger that could threaten their phone's very existence.",🚫,PG,"Animation, Comedy, Kids & Family",Anthony Leondis,"Anthony Leondis, Eric Siegel, Mike White","T.J. Miller, James Corden, Anna Faris, Maya Rudolph, Steven Wright, Jennifer Coolidge, Jake T. Austin, Christina Aguilera, Patrick Stewart, Sofía Vergara",2017-07-28,2017-09-24,86.0,Sony Pictures Animation,Rotten,7.0,133.0,Spilled,37.0,25303.0,26,9,124,50000000.0,216909830.0,50000000.0,216909830.0,378236.0,11.0,,15.0,,4.33998846,Blockbuster
m/annabelle_creation,Q21511509,Annabelle: Creation,Q104771487,Annabelle,,,annabelle2,tt5140878,396422.0,15000000.0,Q4917,,,P2130,306515884.0,Q4917,,,,,Annabelle: Creation,"Former toy maker Sam Mullins and his wife, Esther, are happy to welcome a nun and six orphaned girls into their California farmhouse. Years earlier, the couple's 7-year-old daughter Annabelle died in a tragic car accident. Terror soon strikes when one child sneaks into a forbidden room and finds a seemingly innocent doll that appears to have a life of its own.",Annabelle: Creation adds another strong chapter to the Conjuring franchise - and offers further proof that freaky-looking dolls remain reliably terrifying.,R,"Drama, Horror",David F. Sandberg,Gary Dauberman,"Stephanie Sigman, Talitha Bateman, Lulu Wilson, Philippa Coulthard, Grace Fulton, Lou Lou Safran, Tayler Buck, Samara Lee, Anthony LaPaglia, Miranda Otto",2017-08-11,2017-09-01,109.0,New Line Cinema,Fresh,71.0,187.0,Upright,67.0,21991.0,30,132,55,15000000.0,306515884.0,15000000.0,306515884.0,396422.0,1.0,,3.0,,20.434392266666666,Blockbuster
m/batman_and_harley_quinn,Q30080476,Batman and Harley Quinn,Q2405799,DC Universe Animated Original Movies,,,,tt6556890,408648.0,3500000.0,Q4917,,,P2130,2020715.0,Q4917,,,,,Batman and Harley Quinn,Batman and Nightwing join forces with Harley Quinn to stop a global threat brought about by Poison Ivy and the Plant Master.,,PG-13,"Action & Adventure, Animation, Drama, Kids & Family",Sam Liu,James Krieg,"Melissa Rauch, Kevin Conroy, Paget Brewster, John DiMaggio, Kevin Michael Richardson, Robin Atkin Downes",2017-08-14,2017-07-10,76.0,DC Entertainment,Rotten,45.0,11.0,Spilled,38.0,831.0,0,5,6,3500000.0,39091.0,3500000.0,39091.0,408648.0,2.0,,5.0,,0.5773471428571428,Flop
m/it_2017,Q25136484,It,Q78461886,It,,,it,tt1396484,346364.0,35000000.0,Q4917,,,P2130,328874981.0,Q4917,,2022-07-29T00:00:00Z,,,It,"Seven young outcasts in Derry, Maine, are about to face their worst nightmare -- an ancient, shape-shifting evil that emerges from the sewer every 27 years to prey on the town's children. Banding together over the course of one horrifying summer, the friends must overcome their own personal fears to battle the murderous, bloodthirsty clown known as Pennywise.","Well-acted and fiendishly frightening with an emotionally affecting story at its core, It amplifies the horror in Stephen King's classic story without losing touch with its heart.",R,"Drama, Horror, Mystery & Suspense",Andy Muschietti,"Gary Dauberman, Chase Palmer, Cary Joji Fukunaga","Jaeden Martell, Jeremy Ray Taylor, Sophia Lillis, Bill Skarsgård, Finn Wolfhard, Jack Dylan Grazer, Wyatt Oleff, Chosen Jacobs, Nicholas Hamilton, Jackson Robert Scott, Jake Sim, Logan Thompson, Owen Teague, Stephen Bogaert, Stuart Hughes, Geoffrey Pounsett, Pip Dwyer, Molly Jane Atkinson, Steven Williams, Elizabeth Saunders, Megan Charpentier, Joe Bostick, Ari Cohen, Anthony Ulc, Javier Botet, Katie Lunman, Carter Musselman, Tatum Lee, Edie Inksetter, Martha Gibson, Kasie Rayner, Isabelle Nélisse, Jocelyn Mattka, Donald Tripe, Liz Gordon, Paige Rosamond, Neil Crone, Sonia Gascon, Janet Porter, Memo Diaz Capt, Roberto Campanella",2017-09-08,2017-12-19,135.0,Warner Bros. Pictures,Certified-Fresh,85.0,377.0,Upright,84.0,67307.0,53,323,55,40000000.0,701800000.0,40000000.0,701800000.0,346364.0,0.0,,2.0,,9.396428028571428,Blockbuster
m/the_lego_ninjago_movie,Q22131901,The Lego Ninjago Movie,Q118177524,The Lego Movie film series,,,ninjago,tt3014284,274862.0,70000000.0,,,,,123081555.0,,,,,,The Lego Ninjago Movie,"The battle for NINJAGO City calls to action young Master Builder Lloyd, aka the Green Ninja, along with his friends, also secret ninja warriors. Led by Master Wu, as wise-cracking as he is wise, they must defeat the evil warlord Garmadon, who also happens to be Lloyd's dad. Pitting father against son, the epic showdown tests these fierce but undisciplined modern-day ninjas as they learn to check their egos and pull together to unleash the inner power of Spinjitzu.","Despite ample charm and a few solid gags, The Lego Ninjago Movie suggests this franchise's formula isn't clicking like it used to.",PG,"Action & Adventure, Animation, Comedy, Kids & Family",Charlie Bean,"Hilary Winston, Bob Logan, Paul Fisher","Jackie Chan, Justin Theroux, Dave Franco, Olivia Munn, Fred Armisen, Abbi Jacobson, Kumail Nanjiani, Michael Peña, Zach Woods",2017-09-22,2017-12-12,101.0,Warner Bros. Pictures,Rotten,56.0,134.0,Spilled,46.0,18821.0,30,75,59,70000000.0,123081555.0,70000000.0,123081555.0,274862.0,2.0,,4.0,,1.7583079285714285,Break-even
m/kingsman_the_golden_circle,Q23780457,Kingsman: The Golden Circle,Q44099631,Kingsman,Q17018738,Kingsman,kingsman2,tt4649466,343668.0,104000000.0,Q4917,,,P2130,410902662.0,Q4917,,,,,Kingsman: The Golden Circle,"With their headquarters destroyed and the world held hostage, members of Kingsman find new allies when they discover a spy organization in the United States known as Statesman. In an adventure that tests their strength and wits, the elite secret agents from both sides of the pond band together to battle a ruthless enemy and save the day, something that's becoming a bit of a habit for Eggsy.","Kingsman: The Golden Circle offers more of everything that made its predecessor so much fun, but lacks the original's wild creative spark.",R,"Action & Adventure, Comedy",Matthew Vaughn,"Jane Goldman, Matthew Vaughn","Colin Firth, Julianne Moore, Taron Egerton, Mark Strong (II), Halle Berry, Elton John, Channing Tatum, Jeff Bridges, Edward Holcroft, Michael Gambon, Poppy Delevingne",2017-09-22,2017-11-28,141.0,20th Century Fox,Rotten,51.0,304.0,Upright,64.0,45626.0,46,156,148,104000000.0,410902662.0,104000000.0,410902662.0,343668.0,1.0,1.0,2.0,2.0,3.9509871346153846,Blockbuster
m/jeepers_creepers_3,Q3280057,Jeepers Creepers 3,Q105713523,Jeepers Creepers,,,jeeperscreepers3,tt1139592,55341.0,6200000.0,,,,,4017852.0,,,,,,Jeepers Creepers 3,A sergeant and his task force embark on a mission to destroy the Creeper on its last day of feeding. The Creeper soon fights back when they get close to discovering its mysterious and dark origins.,,NR,"Drama, Horror, Special Interest",Victor Salva,Victor Salva,"Chester Rushing, Gabrielle Haugh, Meg Foster, Ryan Moore, Gina Philips, Justin Hall, Stan Shaw, Brandon Smith, Jonathan Breck",2017-09-26,2017-12-26,100.0,Infinity Films,Rotten,17.0,6.0,Spilled,32.0,2649.0,0,1,5,6200000.0,4017852.0,6200000.0,4017852.0,55341.0,2.0,,3.0,,0.6480406451612903,Flop
m/blade_runner_2049,Q21500755,Blade Runner 2049,,,Q48724847,Blade Runner,bladerunnersequel,tt1856101,335984.0,150000000.0,Q4917,,,P2130,259239658.0,Q4917,,,,,Blade Runner 2049,"Officer K (Ryan Gosling), a new blade runner for the Los Angeles Police Department, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. His discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former blade runner who's been missing for 30 years.","Visually stunning and narratively satisfying, Blade Runner 2049 deepens and expands its predecessor's story while standing as an impressive filmmaking achievement in its own right.",R,"Action & Adventure, Drama, Science Fiction & Fantasy",Denis Villeneuve,"Michael Green, Hampton Fancher","Ryan Gosling, Harrison Ford, Ana de Armas, Sylvia Hoeks, Robin Wright, Mackenzie Davis, Carla Juri, Lennie James, Jared Leto, Dave Bautista",2017-10-06,2017-12-26,164.0,Warner Bros. Pictures,Certified-Fresh,88.0,435.0,Upright,81.0,60156.0,54,381,54,150000000.0,259239658.0,150000000.0,259239658.0,335984.0,,1.0,,2.0,1.7282643866666667,Break-even
m/thor_ragnarok_2017,Q22665878,Thor: Ragnarok,Q88306753,Thor,,,marvel2017,tt3501632,284053.0,180000000.0,Q4917,,,P2130,853977126.0,Q4917,,,,,Thor: Ragnarok,"Imprisoned on the other side of the universe, the mighty Thor finds himself in a deadly gladiatorial contest that pits him against the Hulk, his former ally and fellow Avenger. Thor's quest for survival leads him in a race against time to prevent the all-powerful Hela from destroying his home world and the Asgardian civilization.","Exciting, funny, and above all fun, Thor: Ragnarok is a colorful cosmic adventure that sets a new standard for its franchise -- and the rest of the Marvel Cinematic Universe.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Taika Waititi,Eric Pearson,"Chris Hemsworth, Tom Hiddleston, Mark Ruffalo, Cate Blanchett, Anthony Hopkins, Benedict Cumberbatch, Idris Elba, Tessa Thompson, Karl Urban, Taika Waititi, Clancy Brown, Ray Stevenson, Jeff Goldblum",2017-11-03,2018-02-17,130.0,Walt Disney Pictures,Certified-Fresh,93.0,426.0,Upright,87.0,94666.0,52,396,31,180000000.0,855301806.0,180000000.0,855301806.0,284053.0,2.0,,3.0,,4.7443173666666665,Blockbuster
m/the_star_2017,Q28173261,The Star,Q65071834,list of Sony Pictures Animation productions,,,,tt4587656,355547.0,20000000.0,Q4917,,,P2130,62800000.0,Q4917,,,,,The Star,"A small but brave donkey named Bo yearns for a life beyond his daily grind at the village mill. One day, he finds the courage to break free, embarking on the adventure of his dreams. On his journey, he teams up with Ruth, a lovable sheep who has lost her flock, and Dave, a dove who has lofty aspirations. Along with three camels and some eccentric stable animals, Bo and his new friends follow the Star and become accidental heroes in the greatest story ever told -- the first Christmas.","The Star may not leave audiences singing ""Hallelujah,"" but its offbeat yet sincere approach to the nativity story makes for acceptably diverting holiday viewing.",PG,"Action & Adventure, Animation, Comedy, Kids & Family",Timothy Reckart,"Simon Moore, Carlos Kotkin","Steven Yeun, Gina Rodriguez, Zachary Levi, Keegan-Michael Key, Kelly Clarkson, Anthony Anderson, Aidy Bryant, Ving Rhames, Gabriel Iglesias, Patricia Heaton, Kristin Chenoweth, Christopher Plummer, Tracy Morgan, Tyler Perry, Oprah Winfrey, Kris Kristofferson, Mariah Carey, Joel Osteen, Delilah, Joel McCrary, Phil Morris, Fred Tatasciore, Tex Lang, Roger Craig Smith, Joe Whyte, William Townsend, Gregg Berger, Melissa Sturm",2017-11-17,2018-02-06,86.0,Sony Pictures Animation,Rotten,42.0,52.0,Upright,71.0,2972.0,13,22,30,,,,,,12.0,,15.0,,3.14,Blockbuster
m/justice_league_2017,Q20501835,Justice League,Q18281265,DC Extended Universe,,,dcfilm1117,tt0974015,141052.0,300000000.0,Q4917,,,P2130,657926987.0,Q4917,,,,,Justice League,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists newfound ally Diana Prince to face an even greater threat. Together, Batman and Wonder Woman work quickly to recruit a team to stand against this newly awakened enemy. Despite the formation of an unprecedented league of heroes -- Batman, Wonder Woman, Aquaman, Cyborg and the Flash -- it may be too late to save the planet from an assault of catastrophic proportions.","Justice League leaps over a number of DC movies, but its single bound isn't enough to shed the murky aesthetic, thin characters, and chaotic action that continue to dog the franchise.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Zack Snyder,"Chris Terrio, Joss Whedon","Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot, Ezra Miller, Jason Momoa, Ray Fisher, Jeremy Irons, Diane Lane, Connie Nielsen",2017-11-17,2018-02-13,119.0,Warner Bros. Pictures,Rotten,40.0,395.0,Upright,71.0,127743.0,53,158,237,300000000.0,657926987.0,300000000.0,657926987.0,141052.0,4.0,,7.0,,2.193089956666667,Hit
m/coco_2017,Q5815826,Coco,Q2732470,list of Pixar films,,,pixar1117,tt2380307,354912.0,225000000.0,Q4917,,,P2130,807817888.0,Q4917,,2021-09-21T00:00:00Z,,,Coco,"Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named Héctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.","Coco's rich visual pleasures are matched by a thoughtful narrative that takes a family-friendly -- and deeply affecting -- approach to questions of culture, family, life, and death.",PG,"Action & Adventure, Animation, Comedy, Kids & Family","Lee Unkrich, Adrian Molina","Adrian Molina, Matthew Aldrich","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil, Gabriel Iglesias, Ana Ofelia Murguía, Edward James Olmos, Alfonso Arau, Herbert Siguenza, Lombardo Boyar, Natalia Cordova-Buckley, Selene Luna, Sofía Espinosa, Carla Medina, Dyana Ortelli, Luis Valdez, Blanca Araceli, Salvador Reyes, Cheech Marin, Octavio Solis, John Ratzenberger, Lalo Alcaraz",2017-11-22,2018-02-13,109.0,Disney/Pixar,Certified-Fresh,97.0,342.0,Upright,94.0,27959.0,51,333,10,175000000.0,800526015.0,175000000.0,800526015.0,354912.0,7.0,,10.0,,3.5903017244444446,Blockbuster
m/star_wars_the_last_jedi,Q18486021,Star Wars: Episode VIII – The Last Jedi,Q22092344,Star Wars,Q462,Q462,starwars8,tt2527336,181808.0,200000000.0,Q4917,,,P2130,64974039.0,Q4917,,,,,Star Wars: The Last Jedi,"Luke Skywalker's peaceful and solitary existence gets upended when he encounters Rey, a young woman who shows strong signs of the Force. Her desire to learn the ways of the Jedi forces Luke to make a decision that changes their lives forever. Meanwhile, Kylo Ren and General Hux lead the First Order in an all-out assault against Leia and the Resistance for supremacy of the galaxy.",Star Wars: The Last Jedi honors the saga's rich legacy while adding some surprising twists -- and delivering all the emotion-rich action fans could hope for.,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Rian Johnson,"Rian Johnson, George Lucas","Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Andy Serkis, Lupita Nyong'o, Domhnall Gleeson, Anthony Daniels, Gwendoline Christie, Kelly Marie Tran, Laura Dern, Benicio Del Toro, Frank Oz, Billie Lourd, Joonas Suotamo, Amanda Lawrence, Jimmy Vee, Brian Herring, Dave Chapman, Justin Theroux, Tom Kane, Adrian Edmondson, Mark Lewis Jones, Hermione Corfield, Van Veronica Ngo, Noah Segan, Jamie Christopher, Paul Kasey, Michaela Coel, Jonathan Harden, Dan Euston, Priyanga Burford, Navin Chowdhry, Andrew Jack, Crystal Clarke, Aki Omoshaybi, Togo Igawa, Hugh Skinner, Tim Steed, Simon Lowe, Joe Van Moyland, Shauna Macdonald, Darren Morfitt, Gerard Monaco, Kate Dickie, Patrick O'Kane, Paul Bazely, Orion Lee, Amira Ghazalla, Ralph Ineson, Akshay Kumar, Michael Jibson, Luke Neal, Andy Nyman, Temirlan Blaev, Joseph Gordon-Levitt, Kiran Shah, Mike Quinn",2017-12-15,2018-03-11,152.0,Walt Disney Pictures,Certified-Fresh,90.0,473.0,Spilled,43.0,221287.0,62,427,46,200000000.0,1332698830.0,200000000.0,1332698830.0,181808.0,1.0,7.0,3.0,10.0,0.324870195,Flop
m/jumanji_welcome_to_the_jungle,Q20762680,Jumanji: Welcome to the Jungle,,,Q30684088,Jumanji,jumanji2016,tt2283362,353486.0,90000000.0,Q4917,,,P2130,77946567.0,Q4917,,2018-02-11T00:00:00Z,,,Jumanji: Welcome to the Jungle,"Four high school kids discover an old video game console and are drawn into the game's jungle setting, literally becoming the adult avatars they chose. What they discover is that you don't just play Jumanji - you must survive it. To beat the game and return to the real world, they'll have to go on the most dangerous adventure of their lives, discover what Alan Parrish left 20 years ago, and change the way they think about themselves - or they'll be stuck in the game forever.",Jumanji: Welcome to the Jungle uses a charming cast and a humorous twist to offer an undemanding yet solidly entertaining update on its source material.,PG-13,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",Jake Kasdan,"Erik Sommers, Scott Rosenberg, Jeff Pinkner","Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas, Bobby Cannavale, Ser'Darius Blain, Madison Iseman, Morgan Turner, Alex Wolff, Missi Pyle, Rhys Darby",2017-12-20,2018-03-02,119.0,Columbia Pictures,Certified-Fresh,76.0,232.0,Upright,87.0,39457.0,41,177,55,90000000.0,995339117.0,90000000.0,995339117.0,353486.0,,1.0,,3.0,0.8660729666666667,Flop
m/pitch_perfect_3,Q22100117,Pitch Perfect 3,Q23796816,Pitch Perfect,,,pitchperfect3,tt4765284,353616.0,45000000.0,,,,,184724494.0,,,,,,Pitch Perfect 3,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.","Pitch Perfect 3 strains to recapture the magic that helped the original spawn a franchise, but ends up sending this increasingly unnecessary trilogy out on a low note.",PG-13,Comedy,Trish Sie,"Mike White, Kay Cannon","Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Anna Camp, Hana Mae Lee, Michael Dean Ester, Alexis Knapp, Chrissie Fit, Kelley Jakle, Shelley Regner, Ruby Rose, John Lithgow, John Michael Higgins, Elizabeth Banks, DJ Khaled, Ester Dean",2017-12-22,2018-02-13,94.0,Universal Pictures,Rotten,28.0,148.0,Spilled,44.0,16935.0,31,42,106,45000000.0,184724494.0,45000000.0,184724494.0,353616.0,2.0,,3.0,,4.1049887555555555,Blockbuster
m/insidious_the_last_key,Q27590064,Insidious: The Last Key,Q16997013,Insidious,,,insidious4,tt5726086,406563.0,10000000.0,,,,,167885588.0,,,,,,Insidious: The Last Key,"Brilliant parapsychologist Elise Rainier receives a disturbing phone call from a man who claims that his house is haunted. Even more disturbing is the address -- 413 Apple Tree Lane in Five Keys, N.M. -- the home where Elise grew up as a child. Accompanied by her two investigative partners, Rainier travels to Five Keys to confront and destroy her greatest fear -- the demon that she accidentally set free years earlier.","Insidious: The Last Key offers franchise star Lin Shaye another welcome opportunity to take the lead, but her efforts aren't enough to rescue this uninspired sequel.",PG-13,Horror,Adam Robitel,Leigh Whannell,"Lin Shaye, Angus Sampson, Leigh Whannell, Josh Stewart, Caitlin Gerard, Spencer Locke, Javier Botet, Kirk Acevedo, Bruce Davison, Tessa Ferrer, Ava Kolker",2018-01-05,2018-03-15,103.0,Universal Pictures,Rotten,33.0,111.0,Spilled,51.0,5851.0,21,37,74,10000000.0,167885588.0,10000000.0,167885588.0,406563.0,3.0,,4.0,,16.7885588,Blockbuster
