rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,bom_film_id,imdb_id,tmdb_id,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region
m/1001115-apartment,Q270510,The Apartment,,,,,,tt0053604,284.0,3000000.0,Q4917,,,P2130,18600000.0,Q4917,,,,
m/10011154-golden_boys,Q7737008,The Golden Boys,,,,,,tt0882969,15346.0,,,,,,,,,,,
m/1001117-ape,,,,,,,,,,,,,,,,,,,,
m/10011235-fame,Q1395101,Fame,,,,,fame09,tt1016075,28665.0,,,,,,,,,,,
m/10011262-outrage,,,,,,,,,,,,,,,,,,,,
m/10011284-skin,Q1630067,Skin,,,,,,tt0964586,29989.0,,,,,,,,,,,
m/10011303-helen,,,,,,,,,,,,,,,,,,,,
m/10011304-thirst,Q483780,Thirst,,,,,thirst,tt0762073,22536.0,,,,,,318574.0,Q4917,,,,
m/10011335-vengeance,,,,,,,,,,,,,,,,,,,,
m/10011379-new_world_order,Q11793905,New World Order,,,,,,tt1215983,33002.0,,,,,,,,,,,
m/1001138-april_fools_day,Q692275,April Fool's Day,,,,,aprilfoolsday,tt0090655,24913.0,,,,,,,,,,,
m/10011388-blood_the_last_vampire,Q1199756,Blood: The Last Vampire,,,,,bloodthelastvampire,tt0806027,1450.0,,,,,,,,,,,
m/10011435-shrink,Q548066,Shrink,,,,,shrink,tt1247692,22640.0,,,,,,,,,,,
m/10011457-ong_bak_2_2009,Q653564,Ong Bak 2,,,,,ongbak2,tt0785035,16353.0,,,,,,,,,,,
m/10011489-bananas,Q806087,Bananas!*,,,,,,tt1452291,36325.0,,,,,,,,,,,
m/10011494-last_ride,Q1660083,Last Ride,,,,,,tt1235142,27480.0,,,,,,388722.0,Q259502,,2009-01-01T00:00:00Z,,
m/10011582-TRON_legacy,,,,,,,,,,,,,,,,,,,,
m/10011647-canyon,Q3986195,The Canyon,,,,,,tt0960741,26223.0,,,,,,,,,,,
m/10011699-leslie_my_name_is_evil,Q3830900,"Leslie, My Name Is Evil",,,,,,tt1345488,45622.0,,,,,,,,,,,
m/10011721-broken_hill,Q4973403,Broken Hill,,,,,,tt1212909,63762.0,,,,,,,,,,,
m/10011735-beautiful_life,Q4655392,A Beautiful Life,,,,,,tt1043787,58197.0,,,,,,,,,,,
m/10011736-suck,Q447154,Suck,,,,,,tt1323605,44028.0,,,,,,,,,,,
m/10011774-chloe,Q1075182,Chloe,,,,,chloe,tt1352824,28211.0,,,,,,11702642.0,Q4917,,,,
m/1001180-armed_and_dangerous,Q687804,Armed and Dangerous,,,,,armedanddangerous,tt0090660,2620.0,,,,,,,,,,,
m/10011815-hole,,,,,,,,,,,,,,,,,,,,
m/10011846-nobodys_perfect,Q16958556,NoBody's Perfect,,,,,,tt1266093,240478.0,,,,,,,,,,,
m/10011854-good_soldier,Q7737276,The Good Soldier,,,,,,tt1377701,113020.0,,,,,,,,,,,
m/10011857-high_life,Q251910,High Life,,,,,,tt1143110,29388.0,,,,,,,,,,,
m/1001193-around_the_world_in_80_days,Q696057,Around the World in 80 Days,,,,,80days56,tt0048960,2897.0,6000000.0,Q4917,,,P2130,42000000.0,Q4917,,,,
m/10011943-fall,,,,,,,,,,,,,,,,,,,,
m/10011944-good_heart,Q3521078,The Good Heart,,,,,thegoodheart,tt0808285,5178.0,,,,,,,,,,,
m/10011946-wonderful_world,Q8031851,Wonderful World,,,,,wonderfulworld,tt0857275,27735.0,,,,,,,,,,,
m/10011949-collapse,Q4189177,Collapse,,,,,,tt1503769,28227.0,,,,,,,,,,,
m/10011950-three_blind_mice,Q7797343,Three Blind Mice,,,,,,tt1239388,35358.0,,,,,,9590.0,Q259502,,2009-01-01T00:00:00Z,,
m/10011984-last_song,Q900362,The Last Song,,,,,lastsong,tt1294226,35690.0,,,,,,,,,,,
m/10012014-babies,Q797969,Babies,,,,,babies,tt1020938,44737.0,,,,,,,,,,,
m/10012039-lottery_ticket,Q6684966,Lottery Ticket,,,,,lotteryticket,tt0979434,41382.0,,,,,,,,,,,
m/10012042-going_the_distance,Q1506412,Going the Distance,,,,,goingthedistance10,tt1322312,38073.0,,,,,,,,,,,
m/10012044-life_as_we_know_it,Q860734,Life as We Know It,,,,,lifeasweknowit,tt1055292,38408.0,38000000.0,Q4917,,,P2130,96165091.0,Q4917,,,,
m/10012050-final,Q2073341,The Final,,,,,,tt1390535,34583.0,,,,,,,,,,,
m/10012051-frozen,Q887961,Frozen,,,,,frozen,tt1323045,44363.0,5000000.0,Q4917,,,P2130,,,,,,
m/10012058-prodigal_sons,Q7247609,Prodigal Sons,,,,,,tt1295068,46391.0,,,,,,,,,,,
m/10012063-ghost_writer,Q157879,The Ghost Writer,,,,,theghostwriter,tt1139328,11439.0,45000000.0,Q4917,,,P2130,60000000.0,Q4917,,,,
m/10012068-repo_men,Q1460779,Repo Men,,,,,repossessionmambo,tt1053424,31867.0,32000000.0,Q4917,,,P2130,13794835.0,Q4917,,,,
m/10012104-7_days,Q270012,7 Days,,,,,,tt0445054,39681.0,,,,,,,,,,,
m/10012114-daddy_longlegs,,,,,,,,,,,,,,,,,,,,
m/10012133-veer,Q402855,Veer,,,,,veer2010,tt1185412,30886.0,,,,,,,,,,,
m/10012136-winters_bone,Q301049,Winter's Bone,,,,,wintersbone,tt1399683,39013.0,,,,,,,,,,,
m/10012141-kids_are_all_right,Q380841,The Kids Are All Right,,,,,kidsareallright,tt0842926,39781.0,,,,,,,,,,,
m/10012147-lucky,,,,,,,,,,,,,,,,,,,,
m/10012150-high_school,Q12124774,High School,,,,,highschool,tt1247667,27584.0,,,,,,,,,,,
m/10012207-stolen,Q3973807,Stolen,,,,,stolen2010,tt1139282,38850.0,,,,,,,,,,,
m/10012232-killing_jar,Q3521475,The Killing Jar,,,,,,tt1270296,43754.0,,,,,,,,,,,
m/10012254-la_mission,Q3210737,La Mission,,,,,,tt1200272,43219.0,,,,,,,,,,,
m/10012256-predators,Q380667,Predators,Q2138108,Predator,Q2138108,Predator,predators,tt1424381,34851.0,40000000.0,Q4917,,,P2130,127233108.0,Q4917,,,,
m/10012264-stonewall,,,,,,,,,,,,,,,,,,,,
m/10012282-oath,Q7754608,The Oath,,,,,,tt1522857,52918.0,,,,,,,,,,,
m/10012288-wild_hunt,,,,,,,,,,,,,,,,,,,,
m/1001240-arthur,Q627438,Arthur,,,,,arthur,tt0082031,13665.0,,,,,,,,,,,
m/10012426-lottery,Q7748803,The Lottery,,,,,,tt1515935,54812.0,,,,,,,,,,,
m/1001280-assault_on_precinct_13,Q434718,Assault on Precinct 13,,,,,,tt0074156,17814.0,100000.0,Q4917,,,P2130,,,,,,
m/1001294-asylum,Q543931,Asylum,,,,,,tt0068230,25993.0,,,,,,,,,,,
m/1001323-attack_of_the_50_foot_woman,Q543347,Attack of the 50 Foot Woman,,,,,attackofthe50ftwoman,tt0051380,18724.0,,,,,,,,,,,
m/1001406-avenging_angel,Q4828087,Avenging Angel,,,,,avengingangel,tt0088757,67390.0,,,,,,,,,,,
m/1001425-aviator,Q484860,The Aviator,,,,,aviator85,tt0088758,73462.0,,,,,,,,,,,
m/1001428-awakening,Q1757452,The Awakening,,,,,awakening,tt0080402,39176.0,5300000.0,Q259502,,,P2130,8415112.0,Q4917,,,,
m/1001488-babes_in_toyland,Q2877834,Babes in Toyland,,,,,,tt0054649,32611.0,,,,,,,,,,,
m/1001553-bad_company,Q1660768,Bad Company,,,,,badcompany72,tt0068245,31591.0,,,,,,,,,,,
m/1001567-bad_news_bears,Q1211829,The Bad News Bears,,,,,badnewsbears,tt0074174,23479.0,,,,,,,,,,,
m/1001572-bad_seed,Q164008,The Bad Seed,,,,,,tt0048977,42196.0,1000000.0,Q4917,,,P2130,,,,,,
m/1001634-bang_the_drum_slowly,Q1171445,Bang the Drum Slowly,,,,,,tt0069765,42459.0,,,,,,,,,,,
m/1001816-battleground,Q1620831,Battleground,,,,,,tt0041163,31623.0,,,,,,,,,,,
m/1001902-beauty_and_the_beast,,,,,,,,,,,,,,,,,,,,
m/1001994-belles_of_st_trinians,,,,,,,,,,,,,,,,,,,,
m/1001_grams,Q17988542,1001 Grams,,,,,1001grams,tt3346824,285181.0,,,,,,,,,,,
m/1002178-best_of_times,Q1477542,The Best of Times,,,,,bestoftimes,tt0090713,30653.0,,,,,,,,,,,
m/1002205-betrayed,Q1350128,Betrayed,,,,,betrayed,tt0094731,31618.0,,,,,,,,,,,
m/1002306-big_brawl,Q1218517,The Big Brawl,,,,,bigbrawl,tt0080436,19267.0,,,,,,,,,,,
m/1002310-big_business,Q141518,Big Business,,,,,bigbusiness,tt0094739,12710.0,,,,,,,,,,,
m/1002332-big_heat,Q1093085,The Big Heat,,,,,,tt0045555,14580.0,,,,,,,,,,,
m/1002352-big_sleep,Q1137931,The Big Sleep,,,,,,tt0038355,910.0,1600000.0,Q4917,,,P2130,,,,,,
m/1002353-big_sleep,Q2610883,The Big Sleep,,,,,,tt0077234,1815.0,,,,,,,,,,,
m/1002407-billy_budd,Q1121916,Billy Budd,,,,,billybudd,tt0055796,5334.0,,,,,,,,,,,
m/1002448-birds,Q110043,The Birds,,,,,birds,tt0056869,571.0,3300000.0,Q4917,,,P2130,11436618.0,Q4917,,,,
m/1002484-black_christmas,,,,,,,,,,,,,,,,,,,,
m/1002497-black_hole,Q304029,The Black Hole,,,,,blackhole,tt0078869,9570.0,20000000.0,Q4917,,,P2130,35841901.0,Q4917,,,,
m/1002511-black_pirate,,,,,,,,,,,,,,,,,,,,
m/1002512-black_rain,Q1048085,Black Rain,,,,,blackrain,tt0096933,4105.0,30000000.0,Q4917,,,P2130,134212055.0,Q4917,,,,
m/1002526-black_sunday,Q1298893,Black Sunday,,,,,blacksunday,tt0075765,50374.0,8000000.0,Q4917,,,P2130,15769322.0,Q4917,,,,
m/1002531-black_widow,Q1219363,Black Widow,,,,,blackwidow,tt0090738,19345.0,,,,,,,,,,,
m/1002540-blackmail,Q916078,Blackmail,,,,,,tt0019702,543.0,,,,,,,,,,,
m/1002571-blind_date,Q884135,Blind Date,,,,,blinddate,tt0092666,918.0,,,,,,,,,,,
m/1002598-blood_and_sand,Q1795987,Blood and Sand,,,,,bloodandsand,tt0033405,44399.0,1115200.0,Q4917,,,P2130,2717200.0,Q4917,,,,
m/1002611-blood_feast,Q885117,Blood Feast,,,,,,tt0056875,28172.0,24500.0,Q4917,,,P2130,4000000.0,Q4917,,,,
m/1002681-blue_angel,,,,,,,,,,,,,,,,,,,,
m/1002732-bluebeard,Q2884134,Bluebeard,,,,,,tt0036653,42186.0,,,,,,,,,,,
m/1002907-border,Q1545841,The Border,,,,,border,tt0083678,22023.0,,,,,,,,,,,
m/1002930-born_yesterday,Q375594,Born Yesterday,,,,,,tt0042276,24481.0,,,,,,,,,,,
m/1002939-boston_strangler,Q659896,The Boston Strangler,,,,,,tt0062755,26690.0,,,,,,,,,,,
m/1002947-bounty,Q1211716,The Bounty,,,,,bounty,tt0086993,2669.0,25000000.0,Q4917,,,P2130,,,,,,
m/1002993-boys_from_brazil,Q464111,The Boys from Brazil,,,,,boysfrombrazil,tt0077269,16241.0,,,,,,,,,,,
m/1003017-brainstorm,Q1493657,Brainstorm,,,,,brainstorm,tt0085271,15050.0,18000000.0,Q4917,,,P2130,10219460.0,Q4917,,,,
m/1003060-breakout,Q932505,Breakout,,,,,,tt0072737,31671.0,1000000.0,Q4917,,,P2130,,,,,,
m/1003075-brewsters_millions,Q229558,Brewster's Millions,,,,,brewstersmillions,tt0088850,11064.0,20000000.0,Q4917,,,P2130,40833132.0,Q4917,,,,
m/1003076-brians_song,Q608905,Brian's Song,,,,,,tt0068315,18047.0,,,,,,,,,,,
m/1003094-brief_encounter,Q814296,Brief Encounter,,,,,briefencounter,tt0037558,851.0,1000000.0,Q4917,,,P2130,,,,,,
m/1003119-broken_arrow,Q477296,Broken Arrow,,,,,brokenarrow50,tt0042286,37292.0,,,,,,,,,,,
m/1003120-broken_blossoms,Q905932,Broken Blossoms,,,,,,tt0009968,899.0,,,,,,,,,,,
m/1003136-brotherhood,Q1571591,The Brotherhood,,,,,,tt0062760,53654.0,,,,,,,,,,,
m/1003217-bug,,,,,,,,,,,,,,,,,,,,
m/1003276-burglar,Q486597,Burglar,,,,,burglar,tt0092710,38921.0,,,,,,,,,,,
m/1003296-bus_stop,Q547368,Bus Stop,,,,,,tt0049038,24010.0,,,,,,,,,,,
m/1003318-butch_cassidy_and_the_sundance_kid,Q232000,Butch Cassidy and the Sundance Kid,,,,,butchcassidyandthesundancekid,tt0064115,642.0,6000000.0,Q4917,,,P2130,102308889.0,Q4917,,,,
m/1003339-bye_bye_birdie,Q1018487,Bye Bye Birdie,,,,,,tt0056891,25167.0,,,,,,,,,,,
m/1003399-calamity_jane,Q1228404,Calamity Jane,,,,,,tt0045591,14117.0,,,,,,,,,,,
m/1003436-camelot,,,,,,,,,,,,,,,,,,,,
m/1003441-camille,Q1213755,Camille,,,,,camille,tt0028683,43874.0,,,,,,,,,,,
m/1003492-cape_fear,Q529106,Cape Fear,,,,,,tt0055824,11349.0,,,,,,,,,,,
m/1003499-captain_blood,Q1425815,Captain Blood,,,,,captainblood,tt0026174,16905.0,1242000.0,Q4917,,,P2130,,,,,,
m/1003531-captains_courageous,Q241876,Captains Courageous,,,,,,tt0028691,16515.0,,,,,,,,,,,
m/1003612-carnival_of_souls,,,,,,,,,,,,,,,,,,,,
m/1003617-carny,,,,,,,,,,,,,,,,,,,,
m/1003625-carrie,Q162672,Carrie,,,,,carrie,tt0074285,7340.0,1800000.0,Q4917,,,P2130,33800000.0,Q4917,,,,
m/1003707-casablanca,Q132689,Casablanca,,,,,casablanca,tt0034583,289.0,950000.0,Q4917,,,P2130,,,,,,
m/1003722-casino_royale,Q591272,Casino Royale,Q2484680,James Bond,,,casinoroyale67,tt0061452,12208.0,12000000.0,Q4917,,,P2130,41744718.0,Q4917,,,,
m/1003747-cat_and_the_canary,Q2336169,The Cat and the Canary,,,,,,tt0017739,76804.0,,,,,,,,,,,
m/1003755-cat_on_a_hot_tin_roof,,,,,,,,,,,,,,,,,,,,
m/1003757-cat_people,Q1542184,Cat People,,,,,,tt0034587,25508.0,135000.0,Q4917,,,P2130,4000000.0,Q4917,,,,
m/1003758-cat_people,Q1426423,Cat People,,,,,catpeople,tt0083722,6217.0,,,,,,,,,,,
m/1003780-caught,Q2162940,Caught,,,,,,tt0040221,43397.0,,,,,,776000.0,Q4917,,,,
m/1003854-champ,Q2294175,The Champ,,,,,champ,tt0078950,30547.0,,,,,,,,,,,
m/1003857-champion,Q244865,Champion,,,,,,tt0041239,25918.0,595000.0,Q4917,,,P2130,,,,,,
m/1003883-charade,Q496266,Charade,,,,,charade,tt0056923,4808.0,4000000.0,Q4917,,,P2130,13474588.0,Q4917,,,,
m/1003952-charlottes_web,Q37785,Charlotte's Web,,,,,charlottesweb73,tt0070016,15171.0,,,,,,,,,,,
m/1003957-chase,Q942453,The Chase,,,,,,tt0060232,31602.0,,,,,,,,,,,
m/1003972-checking_out,Q2605140,Checking Out,,,,,,tt0097052,54501.0,,,,,,,,,,,
m/1004047-children_of_the_corn,Q467953,Children of the Corn,Q4159357,Children of the Corn,,,childrenofthecorn,tt0087050,10823.0,,,,,,14568989.0,Q4917,,,,
m/1004110-chosen,Q4198355,The Chosen,,,,,chosen,tt0082175,25773.0,,,,,,,,,,,
m/1004125-christmas_carol,Q181248,A Christmas Carol,,,,,christmascarol38,tt0029992,25842.0,,,,,,,,,,,
m/1004141-christmas_in_connecticut,Q2966030,Christmas in Connecticut,,,,,christmasinconnecticut,tt0037595,13669.0,,,,,,,,,,,
m/1004151-christmas_story,Q556933,A Christmas Story,,,,,christmasstory,tt0085334,850.0,,,,,,,,,,,
m/1004177-cimarron,Q251997,Cimarron,,,,,,tt0021746,42861.0,,,,,,,,,,,
m/1004330-cleopatra,Q4430,Cleopatra,,,,,cleopatra,tt0056937,8095.0,44000000.0,Q4917,,,P2130,57800000.0,Q4917,,,,
m/1004463-college,Q1195904,College,,,,,,tt0017765,34847.0,,,,,,,,,,,
m/1004485-colors,Q1111758,Colors,,,,,colors,tt0094894,10126.0,10000000.0,Q4917,,,P2130,,,,,,
m/1004502-coma,Q498383,Coma,,,,,coma,tt0077355,11223.0,4000000.0,Q4917,,,P2130,50000000.0,Q4917,,,,
m/1004567-commando,Q744551,Commando,,,,,commando,tt0088944,10999.0,10000000.0,Q4917,,,P2130,57491000.0,Q4917,,,,
m/1004703-convoy,Q510388,Convoy,,,,,convoy,tt0077369,9584.0,,,,,,45000000.0,Q4917,,,,
m/1004790-countdown,Q824784,Countdown,,,,,,tt0062827,27441.0,,,,,,,,,,,
m/1004798-country_girl,Q1305029,The Country Girl,,,,,,tt0046874,2438.0,,,,,,,,,,,
m/1004832-cover_girl,Q1366560,Cover Girl,,,,,,tt0036723,21622.0,,,,,,,,,,,
m/1004906-creature_from_the_black_lagoon,Q124612,Creature from the Black Lagoon,,,,,,tt0046876,10973.0,,,,,,1300000.0,Q4917,,,,
m/1004995-crossroads,Q979733,Crossroads,,,,,crossroads86,tt0090888,15392.0,,,,,,,,,,,
m/1005090-cutting_class,Q2364033,Cutting Class,,,,,,tt0097136,21799.0,,,,,,,,,,,
m/1005152-damn_yankees,Q5212720,Damn Yankees,,,,,,tt0051516,41253.0,,,,,,,,,,,
m/1005194-dangerous,Q849336,Dangerous,,,,,,tt0026261,52863.0,,,,,,,,,,,
m/1005199-dangerous_liaisons,Q830553,Dangerous Liaisons,,,,,dangerousliaisons,tt0094947,859.0,,,,,,,,,,,
m/1005242-dark_mirror,Q576249,The Dark Mirror,,,,,,tt0038455,44041.0,,,,,,,,,,,
m/1005279-darling,Q1166360,Darling,,,,,,tt0059084,24134.0,,,,,,,,,,,
m/1005360-day_of_the_dead,Q219170,Day of the Dead,Q2652860,Night of the Living Dead,,,dayofthedead,tt0088993,8408.0,3500000.0,Q4917,,,P2130,34004262.0,Q4917,,,,
m/1005371-day_the_earth_stood_still,Q425992,The Day the Earth Stood Still,,,,,daytheearthstoodstill,tt0043456,828.0,995000.0,Q4917,,,P2130,,,,,,
m/1005381-days_of_wine_and_roses,Q1216682,Days of Wine and Roses,,,,,,tt0055895,32488.0,,,,,,8123077.0,Q259502,,,,
m/1005399-dead_heat,Q2527476,Dead Heat,,,,,deadheat,tt0094961,40095.0,,,,,,3588626.0,Q4917,,,,
m/1005412-dead_reckoning,Q1648543,Dead Reckoning,,,,,,tt0039305,20663.0,,,,,,,,,,,
m/1005512-death_in_venice,Q742308,Death in Venice,Q108741934,Q108741934,,,,tt0067445,6619.0,,,,,,,,,,,
m/1005521-death_of_a_salesman,Q1790910,Death of a Salesman,,,,,,tt0089006,12615.0,,,,,,,,,,,
m/1005656-demons,,,,,,,,,,,,,,,,,,,,
m/1005724-desperate_hours,Q377428,The Desperate Hours,,,,,desperatehours55,tt0047985,18612.0,,,,,,,,,,,
m/1005762-devil_doll,,,,,,,,,,,,,,,,,,,,
m/1005865-dillinger,Q81995,Dillinger,,,,,,tt0069976,28110.0,,,,,,,,,,,
m/1005875-dinner_at_eight,Q722648,Dinner at Eight,,,,,,tt0023948,39130.0,,,,,,,,,,,
m/1005967-distant_thunder,Q5282913,Distant Thunder,,,,,distantthunder,tt0095036,220690.0,,,,,,,,,,,
m/1006037-doctor_zhivago,Q323827,Doctor Zhivago,,,,,doctorzhivago,tt0059113,907.0,15000000.0,Q4917,,,P2130,111700000.0,Q4917,,,,
m/1006042-dodge_city,Q577872,Dodge City,,,,,dodgecity,tt0031235,17660.0,,,,,,,,,,,
m/1006068-dolls,Q1150602,Dolls,,,,,,tt0092906,24341.0,,,,,,,,,,,
m/1006207-dr_jekyll_and_mr_hyde,Q830778,Dr. Jekyll and Mr. Hyde,,,,,,tt0022835,3019.0,,,,,,,,,,,
m/1006223-how_the_grinch_stole_christmas,Q251801,Dr. Seuss' How the Grinch Stole Christmas!,,,,,,tt0060345,13377.0,,,,,,,,,,,
m/1006234-dracula,Q279378,Dracula,Q105095040,Dracula,,,,tt0021814,138.0,,,,,,,,,,,
m/1006235-dracula,Q1254404,Bram Stoker's Dracula,,,,,,tt0070003,86889.0,,,,,,,,,,,
m/1006236-dracula,Q568123,Dracula,,,,,dracula79,tt0079073,33521.0,12200000.0,Q4917,,,P2130,31200000.0,Q4917,,,,
m/1006250-dragnet,Q389014,Dragnet,,,,,dragnet,tt0092925,10023.0,,,,,,,,,,,
m/1006287-dream_team,Q718823,The Dream Team,,,,,dreamteam,tt0097235,14550.0,,,,,,,,,,,
m/1006299-dressed_to_kill,Q980308,Dressed to Kill,,,,,dressedtokill,tt0080661,11033.0,6500000.0,Q4917,,,P2130,31899000.0,Q4917,,,,
m/1006345-duel,Q583407,Duel,,,,,,tt0067023,839.0,,,,,,,,,,,
m/1006364-dune,,,,,,,,,,,,,,,,,,,,
m/1006392-eagle_has_landed,Q700694,The Eagle Has Landed,,,,,,tt0074452,11372.0,6000000.0,Q4917,,,P2130,,,,,,
m/1006416-east_of_eden,Q1129778,East of Eden,,,,,eastofeden,tt0048028,220.0,,,,,,,,,,,
m/1006425-easy_money,Q4273034,Easy Money,,,,,easymoney,tt0085470,18391.0,,,,,,,,,,,
m/1006438-eaten_alive,Q586589,Eaten Alive,,,,,,tt0074455,30062.0,,,,,,,,,,,
m/1006476-oedipus_rex,Q1086921,Oedipus Rex,,,,,,tt0061613,42691.0,,,,,,,,,,,
m/1006527-elephant_man,Q272860,The Elephant Man,,,,,elephantman,tt0080678,1955.0,5000000.0,Q4917,,,P2130,26010864.0,Q4917,,,,
m/1006646-enforcer,Q592457,The Enforcer,Q2712648,Dirty Harry,,,enforcer,tt0074483,10649.0,9000000.0,Q4917,,,P2130,46236000.0,Q4917,,,,
m/1006648-enforcer,Q1197405,The Enforcer,,,,,,tt0043503,26712.0,,,,,,,,,,,
m/1006717-escape_from_new_york,Q403033,Escape from New York,,,,,escapefromnewyork,tt0082340,1103.0,6000000.0,Q4917,,,P2130,25244626.0,Q4917,,,,
m/1006872-exodus,Q1355901,Exodus,,,,,,tt0053804,1941.0,,,,,,,,,,,
m/1006917-eyewitness,Q1755573,Eyewitness,,,,,eyewitness,tt0082353,31679.0,8500000.0,Q4917,,,P2130,,,,,,
m/1007003-fahrenheit_451,Q261546,Fahrenheit 451,,,,,,tt0060390,1714.0,1500000.0,Q4917,,,P2130,,,,,,
m/1007070-fan,Q1757754,The Fan,,,,,fan81,tt0082362,74899.0,,,,,,,,,,,
m/1007073-fandango,Q1395484,Fandango,,,,,fandango,tt0089126,20348.0,,,,,,,,,,,
m/1007105-far_from_the_madding_crowd,Q1318050,Far from the Madding Crowd,,,,,,tt0061648,3469.0,,,,,,,,,,,
m/1007110-farewell_my_lovely,Q1392256,"Farewell, My Lovely",,,,,farewellmylovely,tt0072973,1835.0,,,,,,,,,,,
m/1007141-fatal_attraction,Q504157,Fatal Attraction,,,,,fatalattraction,tt0093010,10998.0,14000000.0,Q4917,,,P2130,320100000.0,Q4917,,,,
m/1007154-father_of_the_bride,Q1144850,Father of the Bride,,,,,,tt0042451,20758.0,,,,,,,,,,,
m/1007350-fire_and_ice,Q240478,Fire and Ice,,,,,fireandice,tt0085542,15035.0,1200000.0,Q4917,,,P2130,760883.0,Q4917,,,,
m/1007517-flash_gordon,Q1427252,Flash Gordon,,,,,flashgordon,tt0080745,3604.0,27000000.0,Q4917,,,P2130,27107960.0,Q4917,,,,
m/1007522-flashback,Q143901,Flashback,,,,,flashback,tt0099581,12719.0,,,,,,,,,,,
m/1007538-flesh_and_blood,Q1428124,Flesh and Blood,,,,,fleshandblood,tt0089153,12775.0,,,,,,,,,,,
m/1007555-flight_of_the_phoenix,Q495804,The Flight of the Phoenix,,,,,flightofthephoenix65,tt0059183,10243.0,5000000.0,Q4917,,,P2130,,,,,,
m/1007573-flipper,Q378773,Flipper,,,,,,tt0057063,19893.0,,,,,,,,,,,
m/1007600-fly,Q1212494,The Fly,Q64481575,The Fly,,,,tt0051622,11815.0,495000.0,Q4917,,,P2130,3000000.0,Q4917,,,,
m/1007602-fly,Q468700,The Fly,Q64481575,The Fly,,,fly,tt0091064,9426.0,9000000.0,Q4917,,,P2130,40456565.0,Q4917,,,,
m/1007615-flying_tigers,Q3028045,Flying Tigers,,,,,flyingtigers,tt0034742,29372.0,,,,,,,,,,,
m/1007657-footloose,Q627533,Footloose,,,,,footloose,tt0087277,1788.0,,,,,,,,,,,
m/1007745-four_feathers,Q1114432,The Four Feathers,,,,,,tt0031334,10568.0,,,,,,,,,,,
m/1007832-frantic,Q126652,Frantic,,,,,frantic,tt0095174,10675.0,,,,,,,,,,,
m/1007839-freaky_friday,Q1305497,Freaky Friday,,,,,freakyfriday,tt0076054,16084.0,,,,,,,,,,,
m/1007910-fright_night,Q371456,Fright Night,,,Q96474103,Fright Night,frightnight,tt0089175,11797.0,9000000.0,Q4917,,,P2130,,,,,,
m/1007931-from_here_to_eternity,Q207588,From Here to Eternity,,,,,,tt0045793,11426.0,,,,,,,,,,,
m/1007949-frosty_the_snowman,Q5506238,Frosty the Snowman,,,,,,tt0064349,13675.0,,,,,,,,,,,
m/1007962-fugitive,,,,,,,,,,,,,,,,,,,,
m/1007977-fun_with_dick_and_jane,Q2505015,Fun with Dick and Jane,,,,,,tt0076059,24109.0,,,,,,,,,,,
m/1007990-funny_farm,Q1474737,Funny Farm,,,,,funnyfarm,tt0095188,14170.0,,,,,,,,,,,
m/1008015-fury,Q626851,The Fury,,,,,,tt0077588,12611.0,7500000.0,Q4917,,,P2130,,,,,,
m/1008055-galaxy_of_terror,Q2636180,Galaxy of Terror,,,,,,tt0082431,28893.0,,,,,,,,,,,
m/1008074-gallipoli,Q1077160,Gallipoli,,,,,gallipoli,tt0082432,11646.0,2800000.0,Q259502,,,P2130,11700000.0,Q259502,,,,
m/1008080-gambler,Q3454137,The Gambler,,,,,,tt0071532,44800.0,,,,,,,,,,,
m/1008085-game_of_death,Q854576,Game of Death,,,,,,tt0077594,13333.0,850000.0,Q4917,,,P2130,,,,,,
m/1008166-general,Q850159,The General,,,,,,tt0017925,961.0,415232.0,Q4917,,,P2130,,,,,,
m/1008243-getaway,Q471864,The Getaway,,,,,getaway72,tt0068638,5916.0,3300000.0,Q4917,,,P2130,36734619.0,Q4917,,,,
m/1008358-girls_girls_girls,Q1526796,Girls! Girls! Girls!,,,,,,tt0056023,15734.0,,,,,,,,,,,
m/1008407-gloria,Q627942,Gloria,,,,,gloria80,tt0080798,10889.0,,,,,,,,,,,
m/1008415-glory,Q862317,Glory,,,,,glory,tt0097441,9665.0,,,,,,,,,,,
m/1008437-go_west,Q427090,Go West,,,,,,tt0032536,22575.0,,,,,,,,,,,
m/1008588-gone_in_60_seconds,Q2597924,Gone in 60 Seconds,,,,,,tt0071571,16246.0,,,,,,,,,,,
m/1008623-goodbye_girl,Q679746,The Goodbye Girl,,,,,,tt0076095,14741.0,,,,,,,,,,,
m/1008627-goodbye_mr_chips,Q43228,"Goodbye, Mr. Chips",,,,,,tt0031385,42852.0,,,,,,,,,,,
m/1008799-great_gatsby,Q1198799,The Great Gatsby,,,,,greatgatsby,tt0071577,11034.0,,,,,,,,,,,
m/1008852-great_race,Q304366,The Great Race,,,,,,tt0059243,11575.0,12000000.0,Q4917,,,P2130,25333333.0,Q4917,,,,
m/1008931-green_berets,Q478333,The Green Berets,,,,,greenberets,tt0063035,22377.0,7000000.0,Q4917,,,P2130,32000000.0,Q4917,,,,
m/1008968-grizzly,Q2019449,Grizzly,,,,,,tt0074593,55784.0,,,,,,,,,,,
