tconst,title,year,revenue,spotify_album_id,spotify_album_name,spotify_album_year,match_score,album_popularity,avg_track_popularity,sum_track_popularity,n_tracks,album_length_ms,album_length_min,album_artists
tt1790885,Zero Dark Thirty,2012,132820716.0,4LhHD1W8uMuBOfweUhtQUe,Zero Dark Thirty (Original Soundtrack),2012,127.0,26,16.5,297,18,3160224,52.6704,{'Alexandre Desplat'}
tt1013743,Knight and Day,2010,261989769.0,6sgTAqh1jIfwWQ4YjTCGkN,Knight And Day,2010,104.85714285714286,18,8.411764705882353,143,17,3291609,54.86015,{'John Powell'}
tt0327084,Over the Hedge,2006,343397247.0,7bhg9CHSxZgayMAC4mJGTx,Over the Hedge-Music from the Motion Picture,2006,150,42,25.23076923076923,328,13,2919462,48.6577,"{'Ben Folds', 'Rupert Gregson-Williams', 'William Shatner'}"
tt3532216,American Made,2017,133511855.0,3di7cnS7eIM3hOfm3X2INF,American Made (Original Motion Picture Soundtrack),2017,127.0,9,3.3333333333333335,40,12,2332675,38.877916666666664,"{'Walter Murphy', 'Christophe Beck', 'THE TROYES', 'Loosely Tight', 'Allman Brothers Band', 'Royal Philharmonic Orchestra', 'Townes Van Zandt', 'The Heavy', 'The Big Apple Band', 'John Ever Villa', 'Louis Clark', 'Linda Ronstadt'}"
tt1605630,American Reunion,2012,234989584.0,0BpMVsdRcciheAvhZWuxFq,American Reunion (Original Motion Picture Soundtrack),2012,150,0,0,0,15,3339019,55.65031666666667,"{'3OH!3', 'Pop Levi', 'Stooshe', 'Boyz II Men', 'The Blue Van', 'HP', 'Kopek', 'Montell Jordan', 'Thomas Nicholas Band', 'Wreckx-N-Effect', 'Sabi', 'Lyle Workman', 'Spice Girls', 'Kesha', 'Good Charlotte', 'Cobra Starship'}"
tt1601913,The Grey,2012,77278331,3K6ZnEKvR5EZFoeaPE8Jdr,The Grey (Original Motion Picture Soundtrack),2012,150,34,18.75,300,16,2116687,35.27811666666667,{'Marc Streitenfeld'}
tt0952640,Alvin and the Chipmunks,2007,361366633.0,24yFz838FWY9h8uLUXSFnN,Alvin & The Chipmunks (Original Score from the Motion Picture),2008,117.47619047619048,3,0.4444444444444444,8,18,2147701,35.79501666666667,{'Christopher Lennertz'}
tt1152836,Public Enemies,2009,214104620.0,18mKMUsbUkKySqQszMzi0T,Public Enemies,2009,150,23,10.25,164,16,2796461,46.607683333333334,"{'Blind Willie Johnson', 'Diana Krall', 'Teddy Wilson', 'The Bruce Fowler Big Band', 'Indian Bottom Association Old Regular Baptists', 'Elliot Goldenthal', 'Otis Taylor', 'Billie Holiday'}"
tt3882082,The Boy,2016,73929392,1SsH6aqwYlAJv4fZNKZO3O,The Boy (Original Motion Picture Soundtrack),2016,150,8,3.4615384615384617,45,13,2980196,49.66993333333333,"{'Fyfe Monroe', 'Bear McCreary'}"
tt1980209,Pain & Gain,2013,87305549.0,3DfiHDEbd55BgG7sY2yxkK,Pain & Gain (Music From The Motion Picture),2013,127.0,31,12.384615384615385,322,26,3983217,66.38695,{'Steve Jablonsky'}
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,403449830.0,35pXsO1Ipzv90a32XIz4Cv,The Mummy: Tomb Of The Dragon Emperor,2008,107.23809523809524,18,5.5,165,30,4664592,77.7432,"{'Helen Feng', 'Randy Edelman'}"
