,rotten_tomatoes_link,wd_film_qid,wd_film_label,series_qid,series_label,franchise_qid,franchise_label,budget_value,budget_currency_qid,budget_currency,budget_asof,budget_source,box_office_value,box_office_currency_qid,box_office_currency,box_office_asof,box_office_region_qid,box_office_region,p_and_a_method,share_effective,p_and_a_est,studio_rentals_est,profit_est,roi_est,gross_to_budget_multiple,breakeven_world_est,breakeven_gap,money_success_label
16262,m/tim_and_erics_billion_dollar_movie,Q7804539,Tim and Eric's Billion Dollar Movie,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16263,m/timber_falls,Q6027056,Timber Falls,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16264,m/timbuktu_2015,Q16653473,Timbuktu,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16265,m/time_after_time,Q1430511,Time After Time,,,,,3500000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,1750000.0,,,,,11666666.666666666,,
16266,m/time_bandits,Q1426318,Time Bandits,,,,,5000000.0,Q4917,,,P2130,42365581.0,Q4917,,,,,50% of production budget (heuristic),0.45,2500000.0,19064511.45,11564511.45,1.5419348599999998,8.4731162,16666666.666666666,25698914.333333336,smash_hit
16267,m/time_changer,Q7804952,Time Changer,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16268,m/time_crimes,Q510864,Timecrimes,,,,,2600000.0,Q4917,,,P2130,564474.0,Q4917,,,,,50% of production budget (heuristic),0.45,1300000.0,254013.30000000002,-3645986.7,-0.9348683846153847,0.21710538461538462,8666666.666666666,-8102192.666666666,bomb
16269,m/time_for_drunken_horses,Q185803,A Time for Drunken Horses,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16270,m/time_for_ilhan,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16271,m/time_lapse_2015,Q18611456,Time Lapse,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16272,m/time_of_the_wolf_2004,Q691669,Time of the Wolf,,,,,8820000.0,Q4916,,,P2130,499149.0,Q4917,,,,,50% of production budget (heuristic),0.45,4410000.0,224617.05000000002,-13005382.95,-0.9830221428571428,0.056592857142857146,29400000.0,-28900851.0,bomb
16273,m/time_out_of_mind_2015,Q17479279,Time Out of Mind,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16274,m/time_regained,Q509605,Time Regained,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16275,m/time_share_2018,Q47470770,Time Share,,,,,,,,,,370280.0,Q4917,,,,,50% of production budget (heuristic),0.45,,166626.0,,,,,,
16276,m/time_that_remains,Q3227617,The Time That Remains,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16277,m/time_trap,Q60737767,Time Trap,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16278,m/time_travelers_wife,Q785406,The Time Traveler's Wife,,,,,39000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,19500000.0,,,,,130000000.0,,
16279,m/timecode,Q643771,Timecode,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16280,m/timecop,Q240849,Timecop,,,Q30611878,Timecop,28000000.0,Q4917,,,P2130,101646581.0,Q4917,,,,,50% of production budget (heuristic),0.45,14000000.0,45740961.45,3740961.450000003,0.08907051071428579,3.6302350357142856,93333333.33333333,8313247.666666672,marginal
16281,m/timeline,Q1703608,Timeline,,,,,80000000.0,Q4917,,,P2130,43935763.0,Q4917,,,,,50% of production budget (heuristic),0.45,40000000.0,19771093.35,-100228906.65,-0.83524088875,0.5491970375,266666666.66666666,-222730903.66666666,bomb
16282,m/tims_vermeer_2014,Q17141501,Tim's Vermeer,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16283,m/tin_cup,Q1092399,Tin Cup,,,,,,,,,,129000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,58050000.0,,,,,,
16284,m/tin_men,Q929144,Tin Men,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16285,m/tin_star,Q2092110,The Tin Star,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16286,m/tingler,Q1557904,The Tingler,,,,,400000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,200000.0,,,,,1333333.3333333333,,
16287,m/tinker_bell,Q550571,Tinker Bell,Q7808316,Tinker Bell,,,,,,,,9199000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,4139550.0,,,,,,
16288,m/tinker_bell_and_the_great_fairy_rescue,Q1507306,Tinker Bell and the Great Fairy Rescue,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16289,m/tinker_bell_and_the_lost_treasure,Q873598,Tinker Bell and the Lost Treasure,Q7808316,Tinker Bell,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16290,m/tinker_tailor_soldier_spy,Q681962,Tinker Tailor Soldier Spy,,,,,30000000.0,Q4917,,,P2130,77800000.0,Q4917,,,,,50% of production budget (heuristic),0.45,15000000.0,35010000.0,-9990000.0,-0.222,2.5933333333333333,100000000.0,-22200000.0,underperformer
16291,m/tinkerbell_and_the_legend_of_the_neverbeast,Q18581780,Tinker Bell and the Legend of the NeverBeast,Q7808316,Tinker Bell,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16292,m/tiny_furniture-2009,Q3991647,Tiny Furniture,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16293,m/tio_papi_2013,Q105359973,Tio Papi,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16294,m/tip_top,Q3529263,Tip Top,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16295,m/tiptoes,Q1640008,Tiptoes,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16296,m/titan_ae,Q59781,Titan A.E.,,,,,75000000.0,Q4917,,,P2130,22753426.0,Q4917,,,,,50% of production budget (heuristic),0.45,37500000.0,10239041.700000001,-102260958.3,-0.908986296,0.30337901333333334,250000000.0,-227246574.0,bomb
16297,m/titanic,Q44578,Q44578,,,,,200000000.0,Q4917,,,P2130,659363944.0,Q4917,,,,,50% of production budget (heuristic),0.45,100000000.0,296713774.8,-3286225.199999988,-0.01095408399999996,3.29681972,666666666.6666666,-7302722.666666627,marginal
16298,m/titanica,Q18510524,Titanica,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16299,m/tmnt_2007,Q203108,TMNT,Q73504838,Teenage Mutant Ninja Turtles film series,Q98713259,Teenage Mutant Ninja Turtles,34000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,17000000.0,,,,,113333333.33333333,,
16300,m/to_all_the_boys_ive_loved_before,Q35783117,To All the Boys I've Loved Before,Q85809868,To All the Boys,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16301,m/to_all_the_boys_ps_i_still_love_you,Q62761144,To All the Boys: P.S. I Still Love You,Q85809868,To All the Boys,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16302,m/to_be_takei,Q17014102,To Be Takei,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16303,m/to_catch_a_thief,Q331017,To Catch a Thief,,,,,2500000.0,Q4917,,,P2130,8750000.0,Q4917,,,,,50% of production budget (heuristic),0.45,1250000.0,3937500.0,187500.0,0.05,3.5,8333333.333333333,416666.666666667,marginal
16304,m/to_end_all_wars,Q927456,To End All Wars,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16305,m/to_gillian_on_her_37th_birthday,Q2269039,To Gillian on Her 37th Birthday,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16306,m/to_have_and_have_not,Q786996,To Have and Have Not,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16307,m/to_kid_or_not_to_kid,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16308,m/to_kill_a_mockingbird,Q177922,To Kill a Mockingbird,,,,,2000000.0,Q4917,,,P2130,13100000.0,Q4917,,,,,50% of production budget (heuristic),0.45,1000000.0,5895000.0,2895000.0,0.965,6.55,6666666.666666666,6433333.333333334,hit
16309,m/to_kill_a_priest,Q1196270,To Kill a Priest,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16310,m/to_rome_with_love,Q29658,To Rome with Love,,,,,17000000.0,Q4916,,,P2130,73244881.0,Q4917,,,,,50% of production budget (heuristic),0.45,8500000.0,32960196.45,7460196.449999999,0.29255672352941176,4.308522411764706,56666666.666666664,16578214.333333336,marginal
16311,m/to_save_a_life,Q1342540,To Save a Life,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16312,m/to_sir_with_love,Q2541350,"To Sir, with Love",,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16313,m/to_sleep_with_anger,Q7811124,To Sleep with Anger,,,,,,,,,,1100000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,495000.0,,,,,,
16314,m/to_the_arctic,Q16938187,To the Arctic 3D,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16315,m/to_the_bone,Q25136469,To the Bone,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16316,m/to_the_devil_a_daughter,Q2253853,To the Devil a Daughter,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16317,m/to_the_stars,Q55635948,To the Stars,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16318,m/to_the_wonder,Q1140906,To the Wonder,,,,,,,,,,2783139.0,Q4917,,,,,50% of production budget (heuristic),0.45,,1252412.55,,,,,,
16319,m/to_wong_foo_thanks_for_everything_julie_newmar,Q1759260,"To Wong Foo, Thanks for Everything! Julie Newmar",,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16320,m/to_your_last_death,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16321,m/toad_road_2013,Q17149526,Toad Road,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16322,m/toast_2011,Q730164,Toast,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16323,m/todays_special,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16324,m/todd_glass_act_happy,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16325,m/together_2001,Q230608,Together,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16326,m/tokarev_2014,Q14948591,Rage,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16327,m/tokyo_decadence,Q1476266,Tokyo Decadence,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16328,m/tokyo_drifter,Q128320,Tokyo Drifter,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16329,m/tokyo_godfathers,Q917278,Tokyo Godfathers,,,,,2400000.0,Q4917,,,P2130,367131.0,Q4917,,,,,50% of production budget (heuristic),0.45,1200000.0,165208.95,-3434791.05,-0.9541086249999999,0.15297125,8000000.0,-7632869.0,bomb
16330,m/tokyo_gore_police,Q2097243,Tokyo Gore Police,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16331,m/tokyo_sonata,Q1368350,Tokyo Sonata,,,,,2500000.0,Q4917,,,P2130,278356.0,Q4917,,,,,50% of production budget (heuristic),0.45,1250000.0,125260.2,-3624739.8,-0.96659728,0.1113424,8333333.333333333,-8054977.333333333,bomb
16332,m/tokyo_story,Q26060,Tokyo Story,Q96146434,Noriko Trilogy,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16333,m/tokyo_tribe_2014,Q20795559,Tokyo Tribe,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16334,m/tolkien,Q42689885,Tolkien,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16335,m/tom_and_huck,Q1616185,Tom and Huck,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16336,m/tom_and_jerry_the_movie,Q1090697,Tom and Jerry: The Movie,Q96388589,list of Tom and Jerry feature films,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16337,m/tom_dowd_and_the_language_of_music,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16338,m/tom_horn,Q1656187,Tom Horn,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16339,m/tom_jones,Q313315,Tom Jones,,,,,1000000.0,Q4917,,,P2769,,,,,,,50% of production budget (heuristic),0.45,500000.0,,,,,3333333.333333333,,
16340,m/tom_of_finland,Q28047662,Tom of Finland,,,,,3800000.0,Q4916,,,P2130,1400000.0,Q4916,,,,,50% of production budget (heuristic),0.45,1900000.0,630000.0,-5070000.0,-0.8894736842105263,0.3684210526315789,12666666.666666666,-11266666.666666666,bomb
16341,m/tom_segura_disgraceful,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16342,m/tom_thumb,Q1122037,Tom Thumb,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16343,m/tomb_raider_2018,Q28489891,Tomb Raider,,,Q111328790,Tomb Raider,94000000.0,Q4917,,,P2130,58250803.0,Q4917,,,,,50% of production budget (heuristic),0.45,47000000.0,26212861.35,-114787138.65,-0.8140931819148937,0.6196893936170212,313333333.3333333,-255082530.3333333,bomb
16344,m/tomboy_2011,Q926083,Tomboy,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16345,m/tombs-of-the-blind-dead-noche-del-terror-ciego,Q1215052,Tombs of the Blind Dead,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16346,m/tomcats,Q1467987,Tomcats,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16347,m/tommaso_2020,Q64174405,Tommaso,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16348,m/tommy_boy,Q644041,Tommy Boy,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16349,m/tommys_honour,Q24807181,Tommy's Honour,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16350,m/tomorrow_ever_after,Q60737768,Tomorrow Ever After,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16351,m/tomorrow_never_dies,Q207916,Tomorrow Never Dies,Q26451486,EON James Bond series,,,110000000.0,Q4917,,,P2130,333011068.0,Q4917,,,,,50% of production budget (heuristic),0.45,55000000.0,149854980.6,-15145019.400000006,-0.0917879963636364,3.0273733454545453,366666666.6666667,-33655598.66666669,marginal
16352,m/tomorrow_youre_gone,Q3531419,Tomorrow You're Gone,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16353,m/tomorrowland_2015,Q7820305,Tomorrowland,,,,,,,,,,209154322.0,Q4917,,,,,50% of production budget (heuristic),0.45,,94119444.9,,,,,,
16354,m/tone_deaf,Q101245146,Tone-Deaf,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16355,m/toni_erdmann,Q23838395,Toni Erdmann,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16356,m/tonight_youre_mine,Q902553,You Instead,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16357,m/tony_n_tinas_wedding_2007,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16358,m/tony_rome,Q632501,Tony Rome,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16359,m/too_big_to_fail_2011,Q2473073,Too Big to Fail,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16360,m/too_late_blues,Q2394370,Too Late Blues,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16361,m/too_much_sun,Q3281066,Too Much Sun,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16362,m/toolbox_murders,Q2987914,Toolbox Murders,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16363,m/tooth_and_nail,Q7824265,Tooth and Nail,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16364,m/tooth_fairy,Q2647587,The Tooth Fairy,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16365,m/tootsie,Q221249,Tootsie,,,,,21000000.0,Q4917,,,P2130,177200000.0,Q4917,,,,,50% of production budget (heuristic),0.45,10500000.0,79740000.0,48240000.0,1.5314285714285714,8.438095238095238,70000000.0,107200000.0,smash_hit
16366,m/top_cat_begins,Q19954882,Top Cat Begins,,,,,8000000.0,Q4917,,,P2130,4600000.0,Q4917,,,,,50% of production budget (heuristic),0.45,4000000.0,2070000.0,-9930000.0,-0.8275,0.575,26666666.666666664,-22066666.666666664,bomb
16367,m/top_end_wedding,Q61740832,Top End Wedding,,,,,,,,,,3681669.0,Q4917,,,,,50% of production budget (heuristic),0.45,,1656751.05,,,,,,
16368,m/top_five,Q16993300,Top Five,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16369,m/top_gun,Q110138,Top Gun,Q55696373,Top Gun,Q55696373,Top Gun,15000000.0,Q4917,,,P2130,357288178.0,Q4917,,2022-05-29T00:00:00Z,,,50% of production budget (heuristic),0.45,7500000.0,160779680.1,138279680.1,6.14576356,23.819211866666667,50000000.0,307288178.0,smash_hit
16370,m/top_hat,Q1139031,Top Hat,,,,,609000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,304500.0,,,,,2030000.0,,
16371,m/topaz,Q224004,Topaz,,,,,4000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,2000000.0,,,,,13333333.333333332,,
16372,m/topkapi,Q1516287,Topkapi,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16373,m/topp-twins-untouchable-girls,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16374,m/topper_returns,Q1332634,Topper Returns,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16375,m/tora_tora_tora,Q258092,Tora! Tora! Tora!,,,,,25000000.0,Q4917,,,P2130,,,,,,,50% of production budget (heuristic),0.45,12500000.0,,,,,83333333.33333333,,
16376,m/torn_curtain,Q372174,Torn Curtain,,,,,6000000.0,Q4917,,,P2130,13000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,3000000.0,5850000.0,-3150000.0,-0.35,2.1666666666666665,20000000.0,-7000000.0,underperformer
16377,m/tortilla_soup,Q1149368,Tortilla Soup,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16378,m/tortoise_in_love_2012,Q7827316,Tortoise in Love,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16379,m/toss_it,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16380,m/total_eclipse,Q543462,Total Eclipse,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16381,m/total_recall,Q222018,Total Recall,,,,,65000000.0,Q4917,,,P2130,261299840.0,Q4917,,,,,50% of production budget (heuristic),0.45,32500000.0,117584928.0,20084928.0,0.20599926153846154,4.0199975384615385,216666666.66666666,44633173.33333334,marginal
16382,m/total_recall_2012,Q634810,Total Recall,,,,,125000000.0,Q4917,,,P2130,198467168.0,Q4917,,,,,50% of production budget (heuristic),0.45,62500000.0,89310225.60000001,-98189774.39999999,-0.5236787968,1.587737344,416666666.6666666,-218199498.66666663,bomb
16383,m/touch-the-sound,Q7828664,Touch the Sound,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16384,m/touch_of_class,Q1622883,A Touch of Class,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16385,m/touch_of_zen,Q704780,A Touch of Zen,,,,,678321.0,Q31015,,,P2130,,,,,,,50% of production budget (heuristic),0.45,339160.5,,,,,2261070.0,,
16386,m/touchback,Q7828673,Touchback,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16387,m/touched_with_fire_2016,Q15039858,Touched with Fire,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16388,m/touching-wild-horses,Q3819437,Touching Wild Horses,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16389,m/touching_the_void,Q2299632,Touching the Void,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16390,m/touchy_feely_2013,Q7828747,Touchy Feely,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16391,m/tourist,Q629975,The Tourist,,,,,,,,,,278300000.0,Q4917,,,,,50% of production budget (heuristic),0.45,,125235000.0,,,,,,
16392,m/tous_les_matins_du_monde,Q1219541,Tous les Matins du Monde,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16393,m/towards_darkness,,,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16394,m/towelhead,Q1628899,Towelhead,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16395,m/tower_2016,Q23680650,Tower,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16396,m/tower_block_2012,Q14950399,Tower Block,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16397,m/tower_heist,Q778979,Tower Heist,,,,,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
16398,m/towering_inferno,Q372959,The Towering Inferno,,,,,14000000.0,Q4917,,,P2130,203300000.0,Q4917,,,,,50% of production budget (heuristic),0.45,7000000.0,91485000.0,70485000.0,3.3564285714285713,14.521428571428572,46666666.666666664,156633333.33333334,smash_hit
16399,m/town_and_country,Q141447,Town & Country,,,,,90000000.0,Q4917,,,P2769,,,,,,,50% of production budget (heuristic),0.45,45000000.0,,,,,300000000.0,,
16400,m/town_that_dreaded_sundown,Q3821776,The Town That Dreaded Sundown,,,,,400000.0,Q4917,,,P2130,5000000.0,Q4917,,,,,50% of production budget (heuristic),0.45,200000.0,2250000.0,1650000.0,2.75,12.5,1333333.3333333333,3666666.666666667,smash_hit
16401,m/toxic_avenger,Q615551,The Toxic Avenger,Q7769798,The Toxic Avenger,Q64755318,The Toxic Avenger,500000.0,Q4917,,,P2130,800000.0,Q4917,,,,,50% of production budget (heuristic),0.45,250000.0,360000.0,-390000.0,-0.52,1.6,1666666.6666666665,-866666.6666666665,bomb
16402,m/toxic_avenger_iv_citizen_toxie,Q943674,Citizen Toxie: The Toxic Avenger IV,Q7769798,The Toxic Avenger,Q64755318,The Toxic Avenger,,,,,,,,,,,,50% of production budget (heuristic),0.45,,,,,,,,
